LOINC_NUM,LONG_COMMON_NAME,SHORTNAME,DisplayName,RELATEDNAMES2,SCALE_TYP
87402-4,escherichia coli aida-i gene [presence] in isolate by naa with probe detection,ec aida-i gene islt ql naa+probe,e. coli aida-i gene naa+probe ql (isol),3 self-sustaining sequence replication; 3sr sr; amplif; amplification; amplified; dna nucleic acid probe; dna probe; e coli; ec aida-i gene; escherichia coli adhesion-involved-indiffuse-adherence; id; infectious disease; infectiousdisease; islt; isol; lat; lcr; ligase chain reaction; ligation-activated transcription; microbiology; naa+probe; naat; nasba; nucleic acid sequence based analysis; o002; ordinal; pcr; point in time; polymerase chain reaction; pr; probe amp; probe with ampification; probe with target amplification; qbr; ql; qual; qualitative; random; screen; sda; strand displacement amplification; tma; transcription mediated amplification; vet; veterinary,Ord
87416-4,diagnostic imaging report - recommended dicom ps3.20 sections,dir dicom ps3.20 sections,,dir dicom ps3.20 sections; pan; panel; panel.doc; panl; pnl; point in time; random,-
87434-7,protein and creatinine panel - urine,protein + creat pnl ur,protein and creatinine panel (u),chemistry; cr; crea; creat; creat pnl; pan; panel.chemistry; panl; pnl; point in time; pr; prot; protein + creat pnl; qnt; quan; quant; quantitative; random; ua; ucr; ur; urn,Qn
87445-3,fungus [presence] in food by culture,fungus food ql cult,fungus cx ql (food),c&s; cult; cultures; food sample; foods; fung; fungal; fungi; id; infectious disease; infectiousdisease; microbiology; ordinal; point in time; pr; ql; qual; qualitative; random; screen,Ord
87455-2,potassium [mass/mass] in specimen,potassium spec-mcnt,potassium (specimen) [mass/mass],chemistry; k; k+; mass content; misc; miscellaneous; other; point in time; potass; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87495-8,ab-chminaca butanoate (synthetic cannabinoid metabolite) [presence] in urine by confirmatory method,ab-chminaca butanoate ur ql cfm,ab-chminaca butanoate confirm ql (u),addiction; cfm; cloud 10; cnfr; cnfrm; conf; confirmation; confirmatory; drug/toxicology; drugs; drugs of abuse; gcms; illicit; k2; lc/ms/ms; ordinal; point in time; potentialforabuse; potpourri; pr; ql; qual; qualitative; random; screen; spice; synthetic cannabinoid; ua; ur; urn; zombie,Ord
87498-2,3-methoxytyramine.free/creatinine [molar ratio] in 24 hour urine,free 3-mt/creat 24h ur-srto,3-methoxytyramine.free/creatinine (24h u) [molar ratio],1 day; 24 hours; 24hr; 3me-tyramine; chemistry; cr; crea; creat; dopamine metabolite; fr; free 3-mt; iii; non-protein bound; qnt; quan; quant; quantitative; scrto; substance concentration ratio; substance ratio; ua; ucr; ur; urn,Qn
87514-6,cerebral monitor,cerebral monitor,,cereb; neuro; neurology; nominal; point in time; random; typ,Nom
87520-3,coverage type,coverage type,,admin; admin.patient; nominal; point in time; random; typ,Nom
87521-1,"irf-pai v3.0, lcds v4.00 - medications - admission during assessment period [cms assessment]",,,centers for medicare and medicaid assessment; pan; panel; panel.survey.cms; panl; pnl; report period; survey,-
87531-0,most important symptom to manage,important symptom to manage,,clin; finding; findings; nominal; point in time; random; sx,Nom
87537-7,lcds v4.00 - spontaneous breathing trial during assessment period [cms assessment],,,centers for medicare and medicaid assessment; painad.breathing; pan; panel; panel.survey.cms; panl; pnl; report period; survey,-
87547-6,"borrelia burgdorferi ab and anaplasma phagocytophilum, babesia microti and ehrlichia chaffeensis igg panel - serum",tick igg + b burgdor ab pnl ser,"b. burgdorferi ab and anaplasma phagocytophilum, babesia microti and ehrlichia chaffeensis igg panel (s)",b burg; b burgdor; b burgdorferi; b microti; babesiosis; bb; burgdorf; e chaffeensis; e equi; e phagocytophila; ehrlichia equi; ehrlichia phagocytophila; hge; hme; human granulocytic ehrlichiosis; human monocytic ehrlichiosis; id; immune globulin g; immunoglobulin g; infectious disease; infectiousdisease; lyme; lyme disease; lymes; microbiology; pan; panel.microbiology; panl; piroplasmosis; pnl; point in time; random; serum; sr; tick igg + b burgdor ab pnl; tick igg ab pnl,-
87549-2,"1,25-dihydroxyvitamin d and 1,25-dihydroxyvitamin d2 and 1,25-dihydroxyvitamin d3 panel - serum or plasma",dhvd+dhvd2+dhvd3 pnl serpl,"1,25-dihydroxyvitamin d and 1,25-dihydroxyvitamin d2 and 1,25-dihydroxyvitamin d3 panel","1,25(oh)2d; 1,25(oh)2d2; chemistry; dextro; dhvd+dhvd2+dhvd3 pnl; i; pan; panel.chemistry; panl; pl; plasma; plsm; pnl; point in time; qnt; quan; quant; quantitative; random; serp; serpl; serplas; serum; serum or plasma; sr",Qn
87565-8,zearalenol [mass/mass] in specimen,zearalenol spec-mcnt,zearalenol (specimen) [mass/mass],drug/toxicology; drugs; mass content; misc; miscellaneous; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87567-4,t-2 toxin [mass/mass] in specimen,t-2 toxin spec-mcnt,t-2 toxin (specimen) [mass/mass],drug/toxicology; drugs; ii; mass content; misc; miscellaneous; other; point in time; qnt; quan; quant; quantitative; random; spec; t prime; t-2 mycotoxin; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87568-2,ochratoxin a [mass/mass] in specimen,ota spec-mcnt,ochratoxin a (specimen) [mass/mass],drug/toxicology; drugs; mass content; misc; miscellaneous; ota; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87572-4,fumonisin b2 [mass/mass] in specimen,fumonisin b2 spec-mcnt,fumonisin b2 (specimen) [mass/mass],drug/toxicology; drugs; mass content; misc; miscellaneous; mycotoxin; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
8757-7,right ventricular cardiac index by angiography single plane,rv cardiac index angio sp,,angio; angio sp; bdy surface; bod; bodies; bsa; cardiac; cardio; cardiology; co; heart disease; hemodynamics; hemodynamics.molec; hrt; hrt ventr; point in time; qnt; quan; quant; quantitative; r; random; rt; rv; surf; ventricular; volume rate/area; volume rate/ratio,Qn
87580-7,aflatoxin m1 [mass/mass] in specimen,aflatoxin m1 spec-mcnt,aflatoxin m1 (specimen) [mass/mass],aflatoxicosis; drug/toxicology; drugs; mass content; misc; miscellaneous; mycotoxin; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87584-9,aflatoxin b1 [mass/mass] in specimen,aflatoxin b1 spec-mcnt,aflatoxin b1 (specimen) [mass/mass],aflatoxicosis; drug/toxicology; drugs; mass content; misc; miscellaneous; mycotoxin; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87601-1,carbadox [mass/mass] in specimen,carbadox spec-mcnt,carbadox (specimen) [mass/mass],carbomethoxyhydrazone; drug/toxicology; drugs; mass content; mecadox; misc; miscellaneous; other; point in time; qdno; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87607-8,difethialone [mass/mass] in specimen,difethialone spec-mcnt,difethialone (specimen) [mass/mass],drug/toxicology; drugs; mass content; misc; miscellaneous; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87610-2,chlorophacinone [mass/mass] in specimen,chlorophacinone spec-mcnt,chlorophacinone (specimen) [mass/mass],drug/toxicology; drugs; mass content; misc; miscellaneous; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87615-1,sulfate [mass/mass] in specimen,sulfate spec-mcnt,sulfate (specimen) [mass/mass],drug/toxicology; drugs; mass content; misc; miscellaneous; other; point in time; qnt; quan; quant; quantitative; random; so4; so4-2; spec; sulf; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87625-0,hedis 2018 value sets,hedis 2018 value sets,hedis 2018 value sets,pan; panel; panel.hedis; panl; pnl; point in time; random,-
87637-5,fenchlorphos [mass/mass] in specimen,fenchlorphos spec-mcnt,fenchlorphos (specimen) [mass/mass],dermafos; drug/toxicology; drugs; fenclofos; mass content; misc; miscellaneous; other; phenchlorfos; point in time; qnt; quan; quant; quantitative; random; ronnel; spec; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87640-9,dichlorodiphenyldichloroethylene [mass/mass] in specimen,dde spec-mcnt,dichlorodiphenyldichloroethylene (specimen) [mass/mass],"dde; drug/toxicology; drugs; mass content; misc; miscellaneous; other; p,p'-dde; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary",Qn
87668-0,aldrin [mass/mass] in specimen,aldrin spec-mcnt,aldrin (specimen) [mass/mass],aldocit; aldrex; aldrite; aldrosol; compound 118; dimethanonaphthalene; drinox; drug/toxicology; drugs; hhdm; hhdn; hhpn; kortofin; mass content; misc; miscellaneous; octalene; oms-194; other; point in time; qnt; quan; quant; quantitative; random; seedrin; spec; tatuzinho; tipula; to be specified in another part of the message; unspecified; vet; veterinary,Qn
87671-4,cholecalciferol (vit d3) [mass/mass] in specimen,vitamin d3 spec-mcnt,vitamin d3 (specimen) [mass/mass],c27h43oh; calciol; chemistry; colecalciferol; mass content; misc; miscellaneous; other; point in time; qnt; quan; quant; quantitative; random; spec; to be specified in another part of the message; unspecified; vet; veterinary; vit d3; vitamin d3,Qn
87707-6,job supervisory level or pay grade,supervisory level or pay grade,,finding; findings; h+p; h+p.hx; levels; levl; lv; lvl; nominal; occupation; p prime; point in time; random; supervisory level; work,Nom
87711-8,rotavirus b vp7 gene [nucleotide sequence] in isolate by sequencing,rvb vp7 islt-seq,rotavirus b vp7 gene sequence nom (isol),high-throughput sequencing; hts; id; infectious disease; infectiousdisease; islt; isol; microbiology; next generation sequencing; ngs; nominal; point in time; random; rota virus; rotav; rotaviral; rotaviurs; rv; rvb; rvb vp7; vet; veterinary,Nom
87713-4,rotavirus a vp4 gene [nucleotide sequence] in isolate by sequencing,rva vp4 islt-seq,rotavirus a vp4 gene sequence nom (isol),high-throughput sequencing; hts; id; infectious disease; infectiousdisease; islt; isol; microbiology; next generation sequencing; ngs; nominal; point in time; random; rota virus; rotav; rotaviral; rotaviurs; rv; rva; rva vp4; vet; veterinary,Nom
8772-6,left ventricular stroke volume by mr,lv sv mr,,cardiac; cardiac output/heart beat; cardio; cardiology; heart disease; hemodynamics; hemodynamics.molec; hrt; hrt ventr; l; lt; lv; mitral regurgitation maximum velocity; mri; point in time; qnt; quan; quant; quantitative; rad; radiology; random; sv; ventricular; vol; volume,Qn
87741-5,systolic blood pressure--post exercise,bp sys--p exc,,after; art sys; blood pressure; blood pressure measurements.molec; blood pressure systolic; bp; bp sys; bp systolic; excz; intravenous; iv; p exc; point in time; pressure; pst; qnt; quan; quant; quantitative; random; sbp; sys bp,Qn
87763-9,ezogabine/creatinine [mass ratio] in urine by confirmatory method,ezogabine/creat ur cfm,ezogabine/creatinine confirm (u) [mass ratio],cfm; cnfr; cnfrm; conf; confirmation; confirmatory; cr; crea; creat; drug/toxicology; drugs; gcms; lc/ms/ms; mass concentration ratio; mass ratio; mcrto; point in time; qnt; quan; quant; quantitative; random; retigabine; ua; ucr; ur; urn,Qn
87766-2,10-hydroxycarbazepine/creatinine [mass ratio] in urine by confirmatory method,10oh-carbazepine/creat ur cfm,10-hydroxycarbazepine/creatinine confirm (u) [mass ratio],"10,11-dihydro-10-hydroxycarbamazepine; 10-hydroxy carbazepine; 10-hydroxycarbamazepine; 10-monohydroxyoxcarbazepine; 10-oh-carbazepine; 10oh-carbazepine; cfm; cnfr; cnfrm; conf; confirmation; confirmatory; cr; crea; creat; drug/toxicology; drugs; gcms; lc/ms/ms; licarbazepine; mass concentration ratio; mass ratio; mcrto; oxcarbazepine metabolite; point in time; qnt; quan; quant; quantitative; random; ua; ucr; ur; urn",Qn
