LOINC_NUM,text_representation
23557-2,vsv qlia gski
23557-2,vsv ag skin ql qual ia
23557-2,vesicular stomatitis virus ag ia ql (skin)
23557-2,vesicular stomatitis (skin) ag ia ql virus skn
23557-2,vesiclar toatitis pr virs ag ia ql(skin
56972-3,prolactin [mass/volume] in serum or plasma --post precipitation
56972-3,prolactin [mass/volume] serpl in serpl --post precipitation
56972-3,prolacin [mass/volume] in serumr plasma --post peciitation after
56972-3,prolactin post precipitation serpl-mcnc
56972-3,prolactin post precipitation serpl-mcnc
56972-3,prolactin serpl-mcnc precitation post
56972-3,prolactin post precipitation [mass/vol]
56972-3,serpl prolactin post precipitation [mass/vol]
56972-3,serp prlactin ost pecipitation [mas/vol]
3131-0,xanthine [mass/volume] in serum
3131-0,xanthine [mass/volume] in quan ser
3131-0,serum in anthie[mass/volum] quan
3131-0,xanthine ser-mcnc
3131-0,xathne ser-mcnc
3131-0,random ser-mcnc xantine
3131-0,xanthine (s) [mass/vol]
3131-0,xnthine (s) [mass/vol]
3131-0,xanthine (s) [mass/vol]
4121-0,amobarbital [mass] of dose
4121-0,amobarbital [mass] of dose
4121-0,amobarbital [mass] dose of amobarb
4121-0,amobarbital dose
4121-0,aobarbitl dose
4121-0,amobarbital amytal dose
4121-0,amobarbital (dose) [mass]
4121-0,(dose) amobarbital [mass]
4121-0,[mass] (dose) amobarbital
78918-0,7-hydroxyquetiapine [z-score] in urine
78918-0,ine [-scor]in -hdroxyquetiape
78918-0,7-hydroxyquetiapine urine in [z-score]
78918-0,7oh-quetiapine z-score ur
78918-0,ur z-score 7oh-quetiapine
78918-0,ur z-score qnt 7oh-quetiapine
78918-0,7-hydroxyquetiapine (u) [z-score]
78918-0,7-hydroxyquetiapine [z-score] (u)
78918-0,() 7-hydroxyquetiapine z-score]
91782-3,respiratory syncytial virus [presence] in lower respiratory specimen by organism specific culture
91782-3,respiratory syncytial virus [ql] inlowerrspiraty pecimenbyorganis pecifi culure
91782-3,respiratory breathing syncytial virus [presence] in lower respiratory specimen by organism specific culture
91782-3,rsv lower resp ql cult
91782-3,rsv lower resp presence cult
91782-3,sv wr resp qlcult
91782-3,rsv org specific cx ql (lower resp)
91782-3,rsv resp) specific cx ql (lower rsv org
91782-3,rsv org specific cx lower resp presence (lower resp)
14628-2,bile acid [moles/volume] in serum or plasma
14628-2,bile aci [moles/volume]in seru or point in time plasma
14628-2,bile acid [moles/volume] in serum serp or plasma
14628-2,bile ac serpl-scnc
14628-2,serp-scnc ac bile
14628-2,bile serpl-scnc ac serp
14628-2,bile acid [moles/vol]
14628-2,ile [mols/vol] chemistry aid
14628-2,[moles/vol] acid bile
23504-4,tritrichomonas foetus dna [presence] in specimen by naa with probe detection
23504-4,tritrichomonas foetus dna in [presence] specimen by naa with probe detection
23504-4,ritrihomona fotus dn presenc] naa specimen lat b in th prbe deectin
23504-4,t foet dna spec ql naa+probe
23504-4,tfoet daspec ql aa+prob to be specified in another part of the message
23504-4,t foetdna spec polymerase chain reaction l naa+probe
23504-4,t. foetus dna naa+probe ql (specimen)
23504-4,t. foetus to be specified in another part of the message dna naa+probe (specimen) ql
23504-4,t. foetus dna naa+probe presence (specimen)
34374-9,serotonin/creatinine [molar ratio] in urine
34374-9,ratio] [molar serotonin/creatinine in urine
34374-9,erotonin/creatinine[molarrato] urne in urn
34374-9,serotonin/creat ur-srto
34374-9,ur-srto serotonin/creat
34374-9,quan ur-srto serotonin/creat
34374-9,serotonin/creatinine (u) [molar ratio]
34374-9,serotonin/creatinine (u) ratio] [molar
34374-9,sertonin/creatinine [molar (u) ato]
9832-7,cholesterol in hdl 2 [mass/volume] in serum or plasma
9832-7,cholesterol in hdl 2 [mass/volume] in ser or plasma
9832-7,chlestrol i hdl [mass/volue] quantitative in serpl
9832-7,hdl2c serpl-mcnc
9832-7,hdl2c serpl-mcnc
9832-7,serpl-mcnc hdl2c
9832-7,cholesterol in hdl 2 [mass/vol]
9832-7,clserol in hdl2 cardio mss/vol]
9832-7,cholesterolin quantitative hdl [mass/vol] 2
80183-7,xanthopterin [moles/volume] in serum or plasma
80183-7,xntopterin [moles/volume in serumor plasma
80183-7,xanthopterin plasma in pterins serum or [moles/volume]
80183-7,xanthopterin serpl-scnc
80183-7,serpl-scnc xanthopterin bh4 deficiency
80183-7,serpl-scnc xanthopterin
80183-7,xanthopterin [moles/vol]
80183-7,xanthoterin [moles/vo] serum
80183-7,xanthoterin [moles/vol]
25850-9,ammonia [moles/volume] in 24 hour urine
25850-9,mona hururine moles/volum]in2
25850-9,ammonia [moles/volume] urine 24 hour in
25850-9,ammonia 24h ur-scnc
25850-9,24h ammonia quan ur-scnc
25850-9,ammonia ur-scn 24h chemistry
25850-9,ammonia (24h u) [moles/vol]
25850-9,u) (24h ammonia [moles/vol]
25850-9,ammonia [moles/vol] u) ammon (24h
87454-5,potassium [mass/volume] in specimen
87454-5,otassium [ms/volume] spcien vet in
87454-5,potassium specimen in [mass/volume]
87454-5,potassium spec-mcnc
87454-5,potassium spec-mcnc
87454-5,otassium spec-mcnc
87454-5,potassium (specimen) [mass/vol]
87454-5,ss/vol] (secien) potassium
87454-5,(specimen) potassium [mass/vol]
96302-5,candida auris dna [presence] by naa with non-probe detection in positive blood culture
96302-5,candida auris na [pesence by naa with non-probe detection in positive blod tma culture
96302-5,candida aurisdna [ql] y naa with n-probe in detection potive blood ulture
96302-5,c auris dna bld pos ql naa+non-probe
96302-5,c naa+non-probe dna blood pos ql auris
96302-5,c auris dna naa+non-probe pos ql blood
96302-5,c. auris dna naa+non-probe ql (pos bld culture)
96302-5,dna auris c. naa+non-probe ql (pos blood culture)
96302-5,c. ql dna naa+non-probe uri (pos bldculture)
95528-6,nida quick screen [nida]
95528-6,screen quick nida [nida]
95528-6,nida quick screen survey [nida]
74402-9,lymphocytes/leukocytes in cord blood
74402-9,lymphocytes/leukocytes in cord blood
74402-9,lymphocytes/leukocytes cord in blood
74402-9,lymphocytes nfr bldco
74402-9,gynecology lymphocytes nfr bldco
74402-9,qnt lymphocytes bldco nfr
74402-9,lymphocytes/leukocytes (bldco)
74402-9,white blood cells lympoys/leukocytes (bldco)
74402-9,lymphocytes/leukocytes lkcs (bldco)
98118-3,vascular endothelial growth factor c [mass/volume] in serum or plasma
98118-3,vascular endothelial growth ser c [mass/volume] in factor or plasma
98118-3,vascular endothelial growth factor c [mass/volume] in serum or mass concentration plasma
98118-3,vegf-c serpl-mcnc
98118-3,serpl-mcn vegfc
98118-3,serpl-mcnc vegf-c
98118-3,vascular endothelial growth factor c [mass/vol]
98118-3,vascular endothelial growth factor c [mass/vol]
98118-3,vascular endothelial growth [mass/vol] c factor
104010-4,16-item transportation security index [tsi-16]
104010-4,16tem indx security transpoation [i-16]
104010-4,16-item transportation security index [tsi-16]
92588-3,promis short form - self-efficacy for managing symptoms 8a - version 1.0
92588-3,promis short form - self-efficacy managing for symptoms 8a - version 1.0
92588-3,promis short form - self-efficacy managing for symptoms 8a - version 1.0
41637-0,ebola virus ag [presence] in specimen by immunofluorescence
41637-0,ebola virus ag anticomplement immunofluorescence [presence] in specimen by immunofluorescence
41637-0,antigen ebola virus ag [presence] in specimen by immunofluorescence
41637-0,ebov ag spec ql if
41637-0,ebov if presence anticomplement immunofluorescence agspec
41637-0,to be specified in another part of the message ag ebov spe ql f
41637-0,ebola virus ag if ql (specimen)
41637-0,ag vius ebola if ql (spcimen)
41637-0,ebola ql ag anticomplement immunofluorescence if virus (specimen)
2245-9,estradiol (e2) [moles/mass] in tissue
2245-9,chemistry estradiol (e2) [moles/mass] in tissue
2245-9,estradiol (e2)[moles/mass] isse tissue in
2245-9,estradiol tiss-scnt
2245-9,tiss-cnt estradiol
2245-9,estradiol tiss-scnt
2245-9,e2 (tiss) [moles/mass]
2245-9,[moles/mass] (tiss) e2
2245-9,qnt [moles/mass] (tiss) e2
30447-7,myelocytes/leukocytes in cerebral spinal fluid
30447-7,myelocytes/leukocytes in cerebral spinal fluid
30447-7,myelocytes/leukocytes in fluid spinal cerebral
30447-7,myelocytes nfr csf
30447-7,cerebrospinal fluid hematology/cell counts nfr myelocytes
30447-7,nfr myelocytes csf
30447-7,myelocytes/leukocytes (csf)
30447-7,(csf) melocytesleukocytes spinal fl
30447-7,(csf) myelocytes/leukocytes
77953-8,west nile virus igg ab [presence] in cerebral spinal fluid by immunoassay
77953-8,[presence] nile virsig a west in cerebral spinal fluid immune globulin g bimmunoassay
77953-8,west nile virus igg ab [ql] spinal cerebral in fluid by immunoassay
77953-8,wnv igg csf ql ia
77953-8,wnv iggcf antibody ia ql
77953-8,wnv igg csf ql ia enzyme immunoassay
77953-8,west nile virus igg ia ql (csf)
77953-8,westnile ia ig vrus ql (csf)
77953-8,west virus nile neurology igg ia ql (csf)
73041-6,ceftriaxone induced neutrophil igm ab [presence] in serum or plasma by flow cytometry (fc)
73041-6,ceftriaxone induced neutrophil igm ab [presence] in (neut) ab serum or flow by plasma cytometry (fc)
73041-6,ceftriaxone inued neutrophil igm neut b[presene in serumor plsma y flow ctometry (fc)
73041-6,ceftriaxone (neut) igm serpl ql fc
73041-6,ceftriaxone (neu) ql serpl igm fc
73041-6,ceftriaxone (neut) igm point in time serpl ql fc
73041-6,ceftriaxone induced neutrophil igm fc ql
73041-6,ceftiaxone induced l igm fc neutrophil
73041-6,ceftrixoneinduced neuthil gm fc l
56548-1,u1 small nuclear ribonucleoprotein igg ab [units/volume] in serum by immunoassay
56548-1,u1 small nuclear ribonucleoprotein igg ab qnt [units/volume] in ser by immunoassay
56548-1,in small nuclear ribonucleoprotein igg ab [units/volume] u1 serum elfa by immunoassay
56548-1,u1 snrnp igg ser ia-acnc
56548-1,ia-acnc snrnp igg serum u1
56548-1,u1 snrnp igg ser ia-acnc
56548-1,u1 small nuclear ribonucleoprotein igg ia qn (s)
56548-1,u1 sallclearribocleprotein igg ia qn (s)
56548-1,nuclearribonuleoproteinig u1small a quantitative qn (s)
64394-0,phenx - perceived stress protocol 180801
64394-0,phex perceived - stres potocol18801 random
64394-0,phenx perceived - stress protocol 180801
64394-0,perceived stress proto
64394-0,erceivedstressproto point in time
64394-0,stressroto pceived panel
76496-9,complement c4 [moles/volume] in serum or plasma
76496-9,omplement c4 [moles/volume] in serp plama serumor
76496-9,cmplement c4 [moles/volue] in srum or plasma
76496-9,c4 serpl-scnc
76496-9,c4 qnt serpl-scnc
76496-9,c4 serpl-scnc
76496-9,complement c4 [moles/vol]
76496-9,c4 complement [moles/vol]
76496-9,complement c4 [moles/vol]
80127-4,aluminum [moles/volume] in cerebral spinal fluid
80127-4,aluminum [moles/volume] in spinal quantitative cerebral fluid
80127-4,aluminum [moles/volu] spinal crebral fluid
80127-4,aluminum csf-scnc
80127-4,csf-scnc qnt alumnm
80127-4,csf-scnc aluminum
80127-4,aluminum (csf) [moles/vol]
80127-4,aluminum (csf) drugs [moles/vol]
80127-4,aluminum (cerebrospinal fluid) aluminium [moles/vol]
12312-5,cyclopropane [mass/volume] in blood
12312-5,cyclopropane [mass/volume] in blood
12312-5,cclopropane [mass/olume] in blood random
12312-5,cyclopropane bld-mcnc
12312-5,blood-mcnc cyclopropane drugs
12312-5,cyclopropane blood-mcnc
12312-5,cyclopropane (bld) [mass/vol]
12312-5,cycloproane [ma/vol] (l)
12312-5,cyclopropane [mass/vol] (bld)
29512-1,beta hydroxybutyrate [mass/volume] in serum or plasma
29512-1,bea yroxbutyrate [mass/volume] in ser orplsa serplas
29512-1,beta hydroxybutyrate [mass/volume] in ser or plasma
29512-1,b-oh-butyr serpl-mcnc
29512-1,serpl-mcnc b-oh-butyr
29512-1,b-oh-uyr serpl-mcnc
29512-1,beta hydroxybutyrate [mass/vol]
29512-1,bet beta hydroxy butyrate [mass/vol] hydroxutyre
29512-1,[mass/vl] betahydroxybutyrte
22606-8,varicella zoster virus igm ab [titer] in serum
22606-8,varicella zoster virus igm ab [titer] in serum
22606-8,zoser varicel virus igm ab [titr] in serum
22606-8,vzv igm titr ser
22606-8,vzvigmtit ser
22606-8,igm vzv titr ser
22606-8,vzv igm (s) [titer]
22606-8,vv im (s [titer]
22606-8,[titer] vzv im(s) vzv
8050-7,venezuelan equine encephalitis virus igg ab [units/volume] in serum
8050-7,venezuelan equine encephalitis virus enc igg ab [units/volume] in serum
8050-7,venezuelan equine encephalitis [units/volume] igg ab virus in serum
8050-7,veev igg ser-acnc
8050-7,veev igg ser-acnc
8050-7,veev igg immune globulin g ser-acnc
8050-7,veev igg qn (s)
8050-7,veev igg qn (s) autoantibody
8050-7,qn igg veev (s)
104399-1,european tick borne encephalitis virus rna [presence] in cerebral spinal fluid by naa with probe detection
104399-1,europan tick borne encephlitis cerebral rna spinal fld preence] n viru spinal fluid by naawith prbe detection
104399-1,european tick borne encephalitis rna virus [presence] in cerebral spinal naat fluid by naa with probe detection
104399-1,tbev rna csf ql naa+probe
104399-1,amplif csf tbevrna ql naa+probe
104399-1,naa+probe rna csf ql tbev
104399-1,european tick borne encephalitis virus rna naa+probe ql (csf)
104399-1,eurean vrus bone encephalitis tck rna naa+probe ql (cerebrospinal fluid)
104399-1,uropan tick ql(csf) encephalitis virus rna naaprobe borne
88148-2,microscopic observation [identifier] in genital specimen by acid fast stain
88148-2,random microscopic observation [identifier] in genital specimen by acid fast stain
88148-2,micscopic observation [identifier] in ial specimen by ad fast stain
88148-2,acid fast stn genital
88148-2,acid fas genital stn
88148-2,acid stn fast genital
88148-2,microscopic observation acid fast stain nom (genital specimen)
88148-2,microscopicobservaton urogenital acid fast stain nom (genitalspecmen)
88148-2,micrscpc obervation acidfatstainno (genital specimn)
31618-2,salmonella paratyphi b h ab [units/volume] in serum
31618-2,paratphi salmonell b h point in time ab[units/volume]in serum
31618-2,salmonella paratyphi abs b h ab [units/volume] in serum
31618-2,s paraty b h ab ser-acnc
31618-2,s aat b h quan ab ser-acc
31618-2,b spary h ab ser-acnc
31618-2,s. paratyphi b h ab qn (s)
31618-2,s. paratyphi b h ab qn (s)
31618-2,s. paratyphi b h ab qn (s)
4083-2,trimipramine [mass/volume] in serum or plasma
4083-2,trimipramine [mass/volume] in ser or plasma
4083-2,trimipramine [mass/volume] in or serum plasma
4083-2,trimipramine serpl-mcnc
4083-2,trimipramine serpl-mcnc serpl
4083-2,mass concentration trmiramine serpl-mcnc
4083-2,trimipramine [mass/vol]
4083-2,mass/vol] random trimipramne
4083-2,[mass/ol] trimiramine mass concentration
56060-7,deprecated phenx measure - height
56060-7,deprecated - measure phenx height panl
56060-7,deprecated phenx measure height -
99708-0,continuous renal replacement therapy mode renal replacement therapy circuit
99708-0,continu renareplacement herapy mode ral replacemen therapy nominal circui
99708-0,continuous renal replacement therapy mode renal replacement therapy circuit random
99708-0,crrt mode rrt circuit
99708-0,crrt moderrt circuit
99708-0,kidney crrtmode rr circui
9809-5,propoxyphene [presence] in gastric fluid
9809-5,propoxyphene in [presence] gastric fluid
9809-5,propoxyphene [ql] in gastric fluid
9809-5,propoxyph gast ql
9809-5,propoxyph gast presence gastric fluid
9809-5,propoxyph ql gast
9809-5,propoxyphene ql (gast fld)
9809-5,propoxypen (gst ql fld)
9809-5,propoxyphene ql distalgesic (gast fld)
2904-1,pyrophosphate crystals [#/volume] in synovial fluid
2904-1,pyrophosphate abs [#/volume] crystals in synovial fluid
2904-1,pyrophosphate crystals in [#/volume] synovial fluid
2904-1,pyrophos cry # snv
2904-1,# cry pyrophos snv
2904-1,cry pyrophos # snv hematology/cell counts
2904-1,pyrophosphate crystals (syn fld) [#/vol]
2904-1,pyrohoshate crystals fld) (sn syn [#/vol]
2904-1,[#vol] (syn fld) pophoshaterystals
90424-3,microorganism preliminary growth detection panel - body fluid by culture
90424-3,- preliminary growth detection panel microorganism body fluid by culture
90424-3,icroorgnsm preliminary growth eection panel- bdy fluid by pnl culture
90424-3,microorg prel grow det pnl fld cult
90424-3,microorg prel grow fld pnl det cult
90424-3,microorg prel grow bod cult pnl fld det
90424-3,microorganism preliminary growth detection panel cx (body fld)
90424-3,microoraism reiminary cx(ody panel growthdetection fd) panel.microbiology
90424-3,detection preliminary growth microorganism panel cx (body fld)
43688-1,16-alpha hydroxypregnenolone/creatinine [mass ratio] in urine
43688-1,16-alpha hydroxypregnenolone/creatinine [mass ratio] in chemistry urine
43688-1,16-alpha hydroxypregnenolone/creatinine [mass ratio] in mass concentration ratio urine
43688-1,16a oh-preg/creat ur
43688-1,16a oh-preg/creat ur alfa
43688-1,16a oh-preg/creat ur
43688-1,16-alpha hydroxypregnenolone/creatinine (u) [mass ratio]
43688-1,16alha hydroxyprgnenolone/ceatnine(u [mass ratio]
43688-1,16-alpha hydroxypregnenolone/creatinine (u) [mass ratio] 16a oh-preg
35413-4,coxsackievirus a4+a16 ab [titer] in serum
35413-4,coxsackievirus a4+a16 ab [titer] serum in
35413-4,coxsackievius a4+a16ab [tit] inserum coxsackie
35413-4,cv a4+a16 ab titr ser
35413-4,id cv a4+a16 ab titr serum
35413-4,ab a4+a16 cv titr ser
35413-4,coxsackievirus a4+a16 ab (s) [titer]
35413-4,coxsackievirus a4+a16 ab (s) [titer]
35413-4,coxsackevirs a4+a1 smqn ab (s) [titer]
6464-2,microscopic observation [identifier] in cervix by gram stain
6464-2,microscopic obervaion identifier] in ervix stain bgra obgyn
6464-2,mioscopic oservation [identfier in cervx b gram stain
